shop_name,goods_name,loc,prices,sum_body
尘妆化妆品旗舰店,ΙYSL情人节礼物416小金条口红大牌正品杨树林礼盒套装官方旗舰店,浙江 ,476.0,59.0
yenn_ppcool,香奈儿CHANEL 炫光口红166 164 162 156唇膏coco flash158 现货,广东 ,295.0,57.0
够实惠超市,unny奶油丝润口红正品哑光丝绒雾面唇釉不掉色平价学生小众品牌,上海,59.0,56.0
泰国正品美妆代购,正品 YSL圣罗兰方管口红方管哑光新色滋润缎光持久1966斩男红棕色,香港 ,195.0,114.0
苏宁易购官方旗舰店,COLOR KEY珂拉琪小黑镜漆光唇釉唇蜜口红持久显白不易沾杯,江苏 ,69.0,11.0
天猫国际妙颜社,bourjois妙巴黎液态天鹅绒彩唇釉液态唇膏自然蜜桃裸妆豆沙,浙江 ,59.0,16.0
天猫国际妙颜社,romand/柔魅得丝绒雾面哑光唇釉口红不掉色5.5g/支正品唇彩唇膏,浙江 ,62.0,25.0
屈臣氏官方旗舰店,屈臣氏PHYSICIANS FORMULA元气盈润丝绒唇釉pf哑光 迷你5支装,江苏 ,83.0,25.0
屈臣氏官方旗舰店,【屈臣氏】美宝莲黑魔方口红绝色持久唇膏604哑光503滋润,江苏 ,90.0,14.0
天猫国际进口超市,法国BYTERRY细管唇膏笔丝绒保湿口红1.6g正品大牌滋润彩妆持久,浙江 ,235.0,3.0
天猫国际进口超市,资生堂MAQuillAGE心机彩妆星魅蜜光圈唇膏N保湿滋润丝绒正品,浙江 ,339.0,3.0
20080901pp,mac口红小辣椒316泫雅色602女923蜜桃乌龙314魅可646大牌正品707,山东 ,120.0,484.0
shop708090,TomFord TF口红黑管1x唇膏15 46 80 16 09粉金管69白管27 24 100,上海,148.0,111.0
dior迪奥官方旗舰店,【官方正品】全新Dior迪奥烈艳蓝金唇膏口红 新色丝绒999720,上海,350.0,35000.0
perfectdiary旗舰店,完美日记小细跟口红礼盒3支装周迅同款哑光丝绒唇膏显白唇釉,广东 ,249.9,25000.0
佰鲜集旗舰店,变色口红女保湿滋润唇膏补水不掉色不沾杯不脱色防水胡萝卜素樱桃,广东 ,29.9,15000.0
zara官方旗舰店,ZARA新款 ULTIMATTE 哑光口红 - 可替换 24110305301,上海,99.0,
lmz666,香奈儿Chanel 春季限定 山茶花口红 627黑管132 122 494 134 834,浙江 ,239.0,121.0
柏瑞美旗舰店,PRAMY/柏瑞美凝彩按压口红笔 保湿不脱色 丰润饱满唇妆唇膏,浙江 ,89.0,27.0
屈臣氏官方旗舰店,【屈臣氏】韩熙贞持久保湿唇膏防水不易脱色学生女口红小众品牌,江苏 ,30.0,95.0
美康粉黛美妆专卖店,美康粉黛雾面口红女 持久保湿防水独角兽小众豆沙哑光唇膏学生款,江苏 ,25.9,56.0
天猫超市,vnk方糖丝滑口红滋润不拔干保湿唇膏女学生小众品牌唇彩持久1.8g,上海,79.9,22.0
romand海外旗舰店,【超级进口日】Romand方管口红雾面唇膏质感轻薄丝绒哑光胭脂红女,韩国,69.0,1527.0
shirleysong525,ysl圣罗兰口红21正品杨树林送女友礼盒套装唇釉烂番茄色大牌套盒,江苏 ,358.0,49.0
colorkey旗舰店,【专属】colorkey珂拉琪黑磁条口红雾面哑光唇膏保湿滋润豆沙色,广东 ,79.0,48.0
淇淇优购,故宫口红套装礼盒雕花小众品牌中国风唇彩浮雕大牌正品送女友礼物,广东 ,88.0,664.0
ajian0919,生日礼物 香奈儿CHANEL口红礼盒 套装 限量套盒12支10支8支丝绒58,上海,540.0,22.0
依梦静尔,纪梵希小羊皮口红礼盒306/307/333/N37 情人节圣诞节礼物玫瑰套装,江苏 ,628.0,78.0
木木时尚国际,ysl圣罗兰小金条口红21 23号色28杨树林小粉条送礼盒套装大牌正品,广东 ,318.0,86.0
天猫超市,伊蒂之屋爱丽小屋辣府联名款火锅唇釉不沾杯丝绒唇蜜学生2.7g,上海,88.0,51.0
曼秀雷敦美妆专卖店,曼秀雷敦变色唇膏口红打底保湿不脱色女士滋润补水防干裂官网正品,浙江 ,29.9,137.0
泊诗华旗舰店,泊诗华魔方管口红霸道哑光888/丝缎柔光滋润不拔干显白持久不沾杯,上海,210.0,72.0
lhkg旗舰店,ΙYSL正品口红方管大牌滋润哑光持久烂番茄复古红小金条礼盒套装,广东 ,138.0,397.0
蔚蓝左岸,圣罗兰YSL小金条口红21 28 1 小银条107 108 小粉条202 213 214,广东 ,128.0,243.0
tb33138816,李佳琪推荐透明果冻变色口红不脱色防水去死皮淡化唇纹唇膏女正品,广东 ,14.8,71.0
资莱皙旗舰店,小细跟口红女豆沙平价学生不掉色持久沾杯小众大品牌正品南瓜番茄,广东 ,39.9,61.0
perfectdiary旗舰店,【主播推荐】完美日记小粉钻口红缎色柔光唇膏,广东 ,99.9,41.0
workman2018,兰蔻口红 中小样正品专柜大牌196胡萝卜显白黑管试用装唇膏1.6g,浙江 ,58.0,929.0
shriekrose旗舰店,迪奥曼尼口红大牌正品999生日礼物女生礼盒套装小众品牌平价学生,广东 ,128.0,304.0
梦妆花海专卖店,梦妆口红29女团蜡笔唇膏笔11号豆沙色23砖红色学生旗舰店官网韩国,上海,67.0,1090.0
水清浅漾,520情人节礼物纪梵希口红四宫格散粉套装限量版两件套礼盒送女友,广东 ,568.0,71.0
浪漫玫瑰园999,正品tf口红16号色黑管哑光唇膏100#80#15#08白细管03银管07礼盒装,上海,226.0,156.0
彼岸花开wx,娇韵诗Clarins乌克兰专柜 口红唇膏孕妇可用现货737 肉桂色 包邮,山东 ,150.0,15.0
我的小清新小复古范,Dior迪奥新款传奇丝绒口红唇膏720 846 100 849 999 772,河南 ,255.0,151.0
尘妆化妆品旗舰店,ΙYSL情人节礼物416小金条口红大牌正品杨树林礼盒套装官方旗舰店,浙江 ,476.0,59.0
yenn_ppcool,香奈儿CHANEL 炫光口红166 164 162 156唇膏coco flash158 现货,广东 ,295.0,57.0
够实惠超市,unny奶油丝润口红正品哑光丝绒雾面唇釉不掉色平价学生小众品牌,上海,59.0,56.0
泰国正品美妆代购,正品 YSL圣罗兰方管口红方管哑光新色滋润缎光持久1966斩男红棕色,香港 ,195.0,114.0
苏宁易购官方旗舰店,COLOR KEY珂拉琪小黑镜漆光唇釉唇蜜口红持久显白不易沾杯,江苏 ,69.0,11.0
天猫国际妙颜社,bourjois妙巴黎液态天鹅绒彩唇釉液态唇膏自然蜜桃裸妆豆沙,浙江 ,59.0,16.0
天猫国际妙颜社,romand/柔魅得丝绒雾面哑光唇釉口红不掉色5.5g/支正品唇彩唇膏,浙江 ,62.0,25.0
屈臣氏官方旗舰店,屈臣氏PHYSICIANS FORMULA元气盈润丝绒唇釉pf哑光 迷你5支装,江苏 ,83.0,25.0
屈臣氏官方旗舰店,【屈臣氏】美宝莲黑魔方口红绝色持久唇膏604哑光503滋润,江苏 ,90.0,14.0
天猫国际进口超市,法国BYTERRY细管唇膏笔丝绒保湿口红1.6g正品大牌滋润彩妆持久,浙江 ,235.0,3.0
天猫国际进口超市,资生堂MAQuillAGE心机彩妆星魅蜜光圈唇膏N保湿滋润丝绒正品,浙江 ,339.0,3.0
20080901pp,mac口红小辣椒316泫雅色602女923蜜桃乌龙314魅可646大牌正品707,山东 ,120.0,484.0
shop708090,TomFord TF口红黑管1x唇膏15 46 80 16 09粉金管69白管27 24 100,上海,148.0,111.0
dior迪奥官方旗舰店,【官方正品】全新Dior迪奥烈艳蓝金唇膏口红 新色丝绒999720,上海,350.0,35000.0
perfectdiary旗舰店,完美日记小细跟口红礼盒3支装周迅同款哑光丝绒唇膏显白唇釉,广东 ,249.9,25000.0
佰鲜集旗舰店,变色口红女保湿滋润唇膏补水不掉色不沾杯不脱色防水胡萝卜素樱桃,广东 ,29.9,15000.0
zara官方旗舰店,ZARA新款 ULTIMATTE 哑光口红 - 可替换 24110305301,上海,99.0,
lmz666,香奈儿Chanel 春季限定 山茶花口红 627黑管132 122 494 134 834,浙江 ,239.0,121.0
柏瑞美旗舰店,PRAMY/柏瑞美凝彩按压口红笔 保湿不脱色 丰润饱满唇妆唇膏,浙江 ,89.0,27.0
屈臣氏官方旗舰店,【屈臣氏】韩熙贞持久保湿唇膏防水不易脱色学生女口红小众品牌,江苏 ,30.0,95.0
美康粉黛美妆专卖店,美康粉黛雾面口红女 持久保湿防水独角兽小众豆沙哑光唇膏学生款,江苏 ,25.9,56.0
天猫超市,vnk方糖丝滑口红滋润不拔干保湿唇膏女学生小众品牌唇彩持久1.8g,上海,79.9,22.0
romand海外旗舰店,【超级进口日】Romand方管口红雾面唇膏质感轻薄丝绒哑光胭脂红女,韩国,69.0,1527.0
shirleysong525,ysl圣罗兰口红21正品杨树林送女友礼盒套装唇釉烂番茄色大牌套盒,江苏 ,358.0,49.0
colorkey旗舰店,【专属】colorkey珂拉琪黑磁条口红雾面哑光唇膏保湿滋润豆沙色,广东 ,79.0,48.0
淇淇优购,故宫口红套装礼盒雕花小众品牌中国风唇彩浮雕大牌正品送女友礼物,广东 ,88.0,664.0
ajian0919,生日礼物 香奈儿CHANEL口红礼盒 套装 限量套盒12支10支8支丝绒58,上海,540.0,22.0
依梦静尔,纪梵希小羊皮口红礼盒306/307/333/N37 情人节圣诞节礼物玫瑰套装,江苏 ,628.0,78.0
木木时尚国际,ysl圣罗兰小金条口红21 23号色28杨树林小粉条送礼盒套装大牌正品,广东 ,318.0,86.0
天猫超市,伊蒂之屋爱丽小屋辣府联名款火锅唇釉不沾杯丝绒唇蜜学生2.7g,上海,88.0,51.0
曼秀雷敦美妆专卖店,曼秀雷敦变色唇膏口红打底保湿不脱色女士滋润补水防干裂官网正品,浙江 ,29.9,137.0
泊诗华旗舰店,泊诗华魔方管口红霸道哑光888/丝缎柔光滋润不拔干显白持久不沾杯,上海,210.0,72.0
lhkg旗舰店,ΙYSL正品口红方管大牌滋润哑光持久烂番茄复古红小金条礼盒套装,广东 ,138.0,397.0
蔚蓝左岸,圣罗兰YSL小金条口红21 28 1 小银条107 108 小粉条202 213 214,广东 ,128.0,243.0
tb33138816,李佳琪推荐透明果冻变色口红不脱色防水去死皮淡化唇纹唇膏女正品,广东 ,14.8,71.0
资莱皙旗舰店,小细跟口红女豆沙平价学生不掉色持久沾杯小众大品牌正品南瓜番茄,广东 ,39.9,61.0
perfectdiary旗舰店,【主播推荐】完美日记小粉钻口红缎色柔光唇膏,广东 ,99.9,41.0
workman2018,兰蔻口红 中小样正品专柜大牌196胡萝卜显白黑管试用装唇膏1.6g,浙江 ,58.0,929.0
shriekrose旗舰店,迪奥曼尼口红大牌正品999生日礼物女生礼盒套装小众品牌平价学生,广东 ,128.0,304.0
梦妆花海专卖店,梦妆口红29女团蜡笔唇膏笔11号豆沙色23砖红色学生旗舰店官网韩国,上海,67.0,1090.0
水清浅漾,520情人节礼物纪梵希口红四宫格散粉套装限量版两件套礼盒送女友,广东 ,568.0,71.0
浪漫玫瑰园999,正品tf口红16号色黑管哑光唇膏100#80#15#08白细管03银管07礼盒装,上海,226.0,156.0
彼岸花开wx,娇韵诗Clarins乌克兰专柜 口红唇膏孕妇可用现货737 肉桂色 包邮,山东 ,150.0,15.0
我的小清新小复古范,Dior迪奥新款传奇丝绒口红唇膏720 846 100 849 999 772,河南 ,255.0,151.0
尘妆化妆品旗舰店,ΙYSL情人节礼物416小金条口红大牌正品杨树林礼盒套装官方旗舰店,浙江 ,476.0,59.0
yenn_ppcool,香奈儿CHANEL 炫光口红166 164 162 156唇膏coco flash158 现货,广东 ,295.0,57.0
够实惠超市,unny奶油丝润口红正品哑光丝绒雾面唇釉不掉色平价学生小众品牌,上海,59.0,56.0
泰国正品美妆代购,正品 YSL圣罗兰方管口红方管哑光新色滋润缎光持久1966斩男红棕色,香港 ,195.0,114.0
苏宁易购官方旗舰店,COLOR KEY珂拉琪小黑镜漆光唇釉唇蜜口红持久显白不易沾杯,江苏 ,69.0,11.0
天猫国际妙颜社,bourjois妙巴黎液态天鹅绒彩唇釉液态唇膏自然蜜桃裸妆豆沙,浙江 ,59.0,16.0
天猫国际妙颜社,romand/柔魅得丝绒雾面哑光唇釉口红不掉色5.5g/支正品唇彩唇膏,浙江 ,62.0,25.0
屈臣氏官方旗舰店,屈臣氏PHYSICIANS FORMULA元气盈润丝绒唇釉pf哑光 迷你5支装,江苏 ,83.0,25.0
屈臣氏官方旗舰店,【屈臣氏】美宝莲黑魔方口红绝色持久唇膏604哑光503滋润,江苏 ,90.0,14.0
天猫国际进口超市,法国BYTERRY细管唇膏笔丝绒保湿口红1.6g正品大牌滋润彩妆持久,浙江 ,235.0,3.0
天猫国际进口超市,资生堂MAQuillAGE心机彩妆星魅蜜光圈唇膏N保湿滋润丝绒正品,浙江 ,339.0,3.0
20080901pp,mac口红小辣椒316泫雅色602女923蜜桃乌龙314魅可646大牌正品707,山东 ,120.0,484.0
shop708090,TomFord TF口红黑管1x唇膏15 46 80 16 09粉金管69白管27 24 100,上海,148.0,111.0
dior迪奥官方旗舰店,【官方正品】全新Dior迪奥烈艳蓝金唇膏口红 新色丝绒999720,上海,350.0,35000.0
perfectdiary旗舰店,完美日记小细跟口红礼盒3支装周迅同款哑光丝绒唇膏显白唇釉,广东 ,249.9,25000.0
佰鲜集旗舰店,变色口红女保湿滋润唇膏补水不掉色不沾杯不脱色防水胡萝卜素樱桃,广东 ,29.9,15000.0
zara官方旗舰店,ZARA新款 ULTIMATTE 哑光口红 - 可替换 24110305301,上海,99.0,
lmz666,香奈儿Chanel 春季限定 山茶花口红 627黑管132 122 494 134 834,浙江 ,239.0,121.0
柏瑞美旗舰店,PRAMY/柏瑞美凝彩按压口红笔 保湿不脱色 丰润饱满唇妆唇膏,浙江 ,89.0,27.0
屈臣氏官方旗舰店,【屈臣氏】韩熙贞持久保湿唇膏防水不易脱色学生女口红小众品牌,江苏 ,30.0,95.0
美康粉黛美妆专卖店,美康粉黛雾面口红女 持久保湿防水独角兽小众豆沙哑光唇膏学生款,江苏 ,25.9,56.0
天猫超市,vnk方糖丝滑口红滋润不拔干保湿唇膏女学生小众品牌唇彩持久1.8g,上海,79.9,22.0
romand海外旗舰店,【超级进口日】Romand方管口红雾面唇膏质感轻薄丝绒哑光胭脂红女,韩国,69.0,1527.0
shirleysong525,ysl圣罗兰口红21正品杨树林送女友礼盒套装唇釉烂番茄色大牌套盒,江苏 ,358.0,49.0
colorkey旗舰店,【专属】colorkey珂拉琪黑磁条口红雾面哑光唇膏保湿滋润豆沙色,广东 ,79.0,48.0
淇淇优购,故宫口红套装礼盒雕花小众品牌中国风唇彩浮雕大牌正品送女友礼物,广东 ,88.0,664.0
ajian0919,生日礼物 香奈儿CHANEL口红礼盒 套装 限量套盒12支10支8支丝绒58,上海,540.0,22.0
依梦静尔,纪梵希小羊皮口红礼盒306/307/333/N37 情人节圣诞节礼物玫瑰套装,江苏 ,628.0,78.0
木木时尚国际,ysl圣罗兰小金条口红21 23号色28杨树林小粉条送礼盒套装大牌正品,广东 ,318.0,86.0
天猫超市,伊蒂之屋爱丽小屋辣府联名款火锅唇釉不沾杯丝绒唇蜜学生2.7g,上海,88.0,51.0
曼秀雷敦美妆专卖店,曼秀雷敦变色唇膏口红打底保湿不脱色女士滋润补水防干裂官网正品,浙江 ,29.9,137.0
泊诗华旗舰店,泊诗华魔方管口红霸道哑光888/丝缎柔光滋润不拔干显白持久不沾杯,上海,210.0,72.0
lhkg旗舰店,ΙYSL正品口红方管大牌滋润哑光持久烂番茄复古红小金条礼盒套装,广东 ,138.0,397.0
蔚蓝左岸,圣罗兰YSL小金条口红21 28 1 小银条107 108 小粉条202 213 214,广东 ,128.0,243.0
tb33138816,李佳琪推荐透明果冻变色口红不脱色防水去死皮淡化唇纹唇膏女正品,广东 ,14.8,71.0
资莱皙旗舰店,小细跟口红女豆沙平价学生不掉色持久沾杯小众大品牌正品南瓜番茄,广东 ,39.9,61.0
perfectdiary旗舰店,【主播推荐】完美日记小粉钻口红缎色柔光唇膏,广东 ,99.9,41.0
workman2018,兰蔻口红 中小样正品专柜大牌196胡萝卜显白黑管试用装唇膏1.6g,浙江 ,58.0,929.0
shriekrose旗舰店,迪奥曼尼口红大牌正品999生日礼物女生礼盒套装小众品牌平价学生,广东 ,128.0,304.0
梦妆花海专卖店,梦妆口红29女团蜡笔唇膏笔11号豆沙色23砖红色学生旗舰店官网韩国,上海,67.0,1090.0
水清浅漾,520情人节礼物纪梵希口红四宫格散粉套装限量版两件套礼盒送女友,广东 ,568.0,71.0
浪漫玫瑰园999,正品tf口红16号色黑管哑光唇膏100#80#15#08白细管03银管07礼盒装,上海,226.0,156.0
彼岸花开wx,娇韵诗Clarins乌克兰专柜 口红唇膏孕妇可用现货737 肉桂色 包邮,山东 ,150.0,15.0
我的小清新小复古范,Dior迪奥新款传奇丝绒口红唇膏720 846 100 849 999 772,河南 ,255.0,151.0
尘妆化妆品旗舰店,ΙYSL情人节礼物416小金条口红大牌正品杨树林礼盒套装官方旗舰店,浙江 ,476.0,59.0
yenn_ppcool,香奈儿CHANEL 炫光口红166 164 162 156唇膏coco flash158 现货,广东 ,295.0,57.0
够实惠超市,unny奶油丝润口红正品哑光丝绒雾面唇釉不掉色平价学生小众品牌,上海,59.0,56.0
泰国正品美妆代购,正品 YSL圣罗兰方管口红方管哑光新色滋润缎光持久1966斩男红棕色,香港 ,195.0,114.0
苏宁易购官方旗舰店,COLOR KEY珂拉琪小黑镜漆光唇釉唇蜜口红持久显白不易沾杯,江苏 ,69.0,11.0
天猫国际妙颜社,bourjois妙巴黎液态天鹅绒彩唇釉液态唇膏自然蜜桃裸妆豆沙,浙江 ,59.0,16.0
天猫国际妙颜社,romand/柔魅得丝绒雾面哑光唇釉口红不掉色5.5g/支正品唇彩唇膏,浙江 ,62.0,25.0
屈臣氏官方旗舰店,屈臣氏PHYSICIANS FORMULA元气盈润丝绒唇釉pf哑光 迷你5支装,江苏 ,83.0,25.0
屈臣氏官方旗舰店,【屈臣氏】美宝莲黑魔方口红绝色持久唇膏604哑光503滋润,江苏 ,90.0,14.0
天猫国际进口超市,法国BYTERRY细管唇膏笔丝绒保湿口红1.6g正品大牌滋润彩妆持久,浙江 ,235.0,3.0
天猫国际进口超市,资生堂MAQuillAGE心机彩妆星魅蜜光圈唇膏N保湿滋润丝绒正品,浙江 ,339.0,3.0
20080901pp,mac口红小辣椒316泫雅色602女923蜜桃乌龙314魅可646大牌正品707,山东 ,120.0,484.0
shop708090,TomFord TF口红黑管1x唇膏15 46 80 16 09粉金管69白管27 24 100,上海,148.0,111.0
dior迪奥官方旗舰店,【官方正品】全新Dior迪奥烈艳蓝金唇膏口红 新色丝绒999720,上海,350.0,35000.0
perfectdiary旗舰店,完美日记小细跟口红礼盒3支装周迅同款哑光丝绒唇膏显白唇釉,广东 ,249.9,25000.0
佰鲜集旗舰店,变色口红女保湿滋润唇膏补水不掉色不沾杯不脱色防水胡萝卜素樱桃,广东 ,29.9,15000.0
zara官方旗舰店,ZARA新款 ULTIMATTE 哑光口红 - 可替换 24110305301,上海,99.0,
lmz666,香奈儿Chanel 春季限定 山茶花口红 627黑管132 122 494 134 834,浙江 ,239.0,121.0
柏瑞美旗舰店,PRAMY/柏瑞美凝彩按压口红笔 保湿不脱色 丰润饱满唇妆唇膏,浙江 ,89.0,27.0
屈臣氏官方旗舰店,【屈臣氏】韩熙贞持久保湿唇膏防水不易脱色学生女口红小众品牌,江苏 ,30.0,95.0
美康粉黛美妆专卖店,美康粉黛雾面口红女 持久保湿防水独角兽小众豆沙哑光唇膏学生款,江苏 ,25.9,56.0
天猫超市,vnk方糖丝滑口红滋润不拔干保湿唇膏女学生小众品牌唇彩持久1.8g,上海,79.9,22.0
romand海外旗舰店,【超级进口日】Romand方管口红雾面唇膏质感轻薄丝绒哑光胭脂红女,韩国,69.0,1527.0
shirleysong525,ysl圣罗兰口红21正品杨树林送女友礼盒套装唇釉烂番茄色大牌套盒,江苏 ,358.0,49.0
colorkey旗舰店,【专属】colorkey珂拉琪黑磁条口红雾面哑光唇膏保湿滋润豆沙色,广东 ,79.0,48.0
